0.40742  	0.12632  	-1.1092  	-0.3992  	-0.3056  	0.02060  	-0.0823  	0.77496  	0.62190  	-0.2274  	-0.4433  	0.03702  	0.36706  	-0.1782  	-0.0341  	-0.7784  	0.13651  	-0.3781  	0.63702  	-1.0895  	0.59957  	1.77204  	0.57290  	-0.1489  	0.62658  	-0.0084  	0.66558  	-1.0461  	-0.1454  	0.35255  	0.12146  	-0.0759  	0.07343  	-0.0431  	-0.2136  	-0.5330  	0.01268  	0.03519  	0.07869  	-0.2208  	-0.3383  	0.08426  	-0.0081  	0.20859  	0.04543  	-0.0334  	-0.0513  	0.08406  	0.03087  	-0.1677  	-0.0633  	-0.0144  	-0.0193  	-0.0085  	-0.0327  	0.10537  	0.02780  	0.05406  	-0.0145  	0.01121  	-0.0334  	-0.0378  	-0.0043  	-0.0084  	0.07511  	-0.0529  	-0.0005  	-0.0035  	0.01418  	0.48851  	
0.42294  	0.11672  	-1.0792  	-0.3892  	-0.3167  	0.03106  	-0.0854  	0.78445  	0.61409  	-0.2177  	-0.4477  	0.01155  	0.37157  	-0.1696  	-0.0334  	-0.7828  	0.13743  	-0.3679  	0.64164  	-1.0976  	0.60977  	1.77252  	0.57700  	-0.1420  	0.62976  	-0.0163  	0.67648  	-1.0625  	-0.1425  	0.35406  	0.11929  	-0.0701  	0.06891  	-0.0470  	-0.2166  	-0.5243  	0.01942  	0.03539  	0.07517  	-0.2274  	-0.3506  	0.08468  	-0.0142  	0.20629  	0.04769  	-0.0326  	-0.0525  	0.08808  	0.03312  	-0.1692  	-0.0626  	-0.0152  	-0.0178  	-0.0105  	-0.0313  	0.10636  	0.03015  	0.05308  	-0.0121  	0.01139  	-0.0314  	-0.0405  	-0.0025  	-0.0089  	0.07825  	-0.0489  	0.00105  	-0.0045  	0.01483  	0.47616  	
0.41001  	0.12014  	-1.0999  	-0.3768  	-0.2795  	0.01706  	-0.0756  	0.75674  	0.59745  	-0.2127  	-0.4408  	0.01705  	0.35344  	-0.1551  	-0.0759  	-0.7677  	0.11743  	-0.3526  	0.63079  	-1.0643  	0.58826  	1.76447  	0.52585  	-0.1336  	0.66184  	-0.0141  	0.63865  	-1.0384  	-0.1092  	0.35318  	0.10817  	-0.0691  	0.08263  	-0.0372  	-0.2265  	-0.5167  	-0.0156  	0.03134  	0.11423  	-0.2118  	-0.3333  	0.08125  	-0.0022  	0.20645  	0.04419  	-0.0312  	-0.0567  	0.09355  	0.03490  	-0.1773  	-0.0648  	-0.0133  	-0.0197  	-0.0084  	-0.0353  	0.10248  	0.02971  	0.05090  	-0.0161  	0.00638  	-0.0338  	-0.0422  	-0.0060  	-0.0128  	0.08088  	-0.0457  	0.00234  	-0.0054  	0.01531  	0.46608  	
0.32099  	0.10585  	-1.1421  	-0.4589  	-0.2839  	-0.0320  	-0.0549  	0.72026  	0.59137  	-0.1566  	-0.4717  	0.01826  	0.34342  	-0.1984  	-0.1479  	-0.8350  	0.12887  	-0.3255  	0.61942  	-1.0047  	0.48463  	1.72025  	0.47954  	-0.1976  	0.65287  	0.01002  	0.57870  	-0.9217  	-0.0024  	0.34714  	0.10985  	-0.0886  	0.08420  	-0.0379  	-0.2631  	-0.4718  	-0.0834  	0.00992  	0.14703  	-0.1826  	-0.2867  	0.06859  	0.00979  	0.22057  	0.05118  	-0.0307  	-0.0478  	0.09388  	0.03221  	-0.1743  	-0.0621  	-0.0136  	-0.0241  	-0.0137  	-0.0354  	0.09635  	0.03817  	0.04434  	-0.0161  	0.00324  	-0.0381  	-0.0477  	-0.0096  	-0.0151  	0.08300  	-0.0435  	0.00335  	-0.0062  	0.01561  	0.45828  	
-0.0384  	0.00772  	-1.3846  	-0.6209  	-0.2982  	-0.2880  	-0.1080  	0.57031  	0.53796  	-0.0465  	-0.5116  	0.04200  	0.31481  	-0.3422  	-0.3219  	-0.9220  	0.08198  	-0.2368  	0.61890  	-0.9542  	0.25849  	1.72720  	0.44344  	-0.2951  	0.63760  	0.01750  	0.46057  	-0.7628  	0.11211  	0.35450  	0.15365  	-0.1287  	0.06689  	-0.0252  	-0.3628  	-0.4052  	-0.2262  	-0.0484  	0.18165  	-0.1355  	-0.2385  	0.07892  	0.00140  	0.21079  	0.04748  	-0.0296  	-0.0455  	0.07650  	0.02047  	-0.1714  	-0.0621  	-0.0148  	-0.0213  	-0.0109  	-0.0352  	0.09082  	0.03958  	0.04996  	-0.0103  	-0.0025  	-0.0337  	-0.0380  	-0.0138  	-0.0038  	0.08460  	-0.0421  	0.00408  	-0.0070  	0.01574  	0.45274  	
-0.2172  	-0.0974  	-1.5238  	-0.7966  	-0.3410  	-0.4506  	-0.0867  	0.47426  	0.48197  	0.01652  	-0.4379  	-0.0260  	0.24704  	-0.5220  	-0.4685  	-0.9778  	0.07956  	-0.1622  	0.62292  	-0.9023  	0.12825  	1.68864  	0.41034  	-0.3211  	0.67539  	0.02236  	0.41606  	-0.6250  	0.21476  	0.36871  	0.15892  	-0.1328  	0.03596  	-0.0177  	-0.4494  	-0.3436  	-0.3188  	-0.0603  	0.21610  	-0.1401  	-0.2412  	0.07257  	-0.0036  	0.20918  	0.03988  	-0.0312  	-0.0514  	0.07217  	0.02001  	-0.1756  	-0.0513  	-0.0140  	-0.0255  	-0.0152  	-0.0314  	0.07793  	0.04438  	0.05501  	-0.0049  	0.00509  	-0.0388  	-0.0444  	-0.0059  	-0.0078  	0.08568  	-0.0416  	0.00453  	-0.0078  	0.01568  	0.44949  	
-0.3303  	-0.1098  	-1.5726  	-0.8284  	-0.3405  	-0.4953  	-0.0888  	0.45648  	0.47151  	0.00782  	-0.3928  	-0.0269  	0.21568  	-0.6289  	-0.5441  	-0.9847  	0.08839  	-0.1732  	0.62352  	-0.9252  	0.09454  	1.68608  	0.45662  	-0.3596  	0.65387  	0.03303  	0.38644  	-0.5904  	0.26118  	0.35425  	0.14887  	-0.1334  	0.01535  	-0.0234  	-0.4790  	-0.3230  	-0.3127  	-0.0513  	0.22063  	-0.1419  	-0.2177  	0.06880  	-0.0052  	0.21905  	0.04432  	-0.0348  	-0.0489  	0.07503  	0.02366  	-0.1865  	-0.0521  	-0.0149  	-0.0258  	-0.0137  	-0.0263  	0.08455  	0.04044  	0.05064  	-0.0045  	0.00044  	-0.0364  	-0.0430  	-0.0072  	-0.0068  	0.08625  	-0.0419  	0.00471  	-0.0086  	0.01545  	0.44850  	
-0.4713  	-0.1297  	-1.6212  	-0.9489  	-0.3951  	-0.6181  	-0.1250  	0.42911  	0.45671  	0.03730  	-0.3373  	-0.0245  	0.21726  	-0.6759  	-0.6020  	-0.9970  	0.09100  	-0.1646  	0.64035  	-0.9058  	0.13224  	1.69786  	0.48582  	-0.3716  	0.60100  	0.04958  	0.35365  	-0.6072  	0.22007  	0.32189  	0.17650  	-0.1513  	0.01445  	-0.0213  	-0.5106  	-0.3386  	-0.3263  	-0.0524  	0.21605  	-0.1588  	-0.2129  	0.06246  	0.00165  	0.20768  	0.04918  	-0.0365  	-0.0505  	0.07899  	0.01328  	-0.1876  	-0.0611  	-0.0143  	-0.0257  	-0.0169  	-0.0324  	0.08409  	0.03947  	0.05281  	-0.0065  	0.00238  	-0.0340  	-0.0459  	-0.0069  	-0.0095  	0.08626  	-0.0440  	0.00463  	-0.0086  	0.01408  	0.45314  	
-0.4791  	-0.1375  	-1.6198  	-0.9588  	-0.4007  	-0.6018  	-0.1380  	0.41762  	0.45332  	0.03962  	-0.3128  	-0.0248  	0.21734  	-0.6932  	-0.6352  	-0.9961  	0.09352  	-0.1635  	0.63627  	-0.9079  	0.13935  	1.69530  	0.49043  	-0.3618  	0.59376  	0.05542  	0.36298  	-0.6304  	0.19777  	0.31483  	0.17676  	-0.1465  	0.02081  	-0.0239  	-0.5087  	-0.3422  	-0.3194  	-0.0434  	0.21173  	-0.1640  	-0.2035  	0.06401  	0.00421  	0.20722  	0.04637  	-0.0361  	-0.0501  	0.07535  	0.01068  	-0.1840  	-0.0658  	-0.0138  	-0.0236  	-0.0150  	-0.0324  	0.08362  	0.03462  	0.05231  	-0.0070  	0.00049  	-0.0322  	-0.0441  	-0.0069  	-0.0109  	0.08426  	-0.0464  	0.00413  	-0.0093  	0.01376  	0.45736  	
-0.4947  	-0.1258  	-1.6068  	-0.9941  	-0.4056  	-0.6077  	-0.1327  	0.43645  	0.44923  	0.03955  	-0.2968  	-0.0413  	0.21163  	-0.6908  	-0.6513  	-0.9977  	0.09868  	-0.1606  	0.63211  	-0.9229  	0.15734  	1.70154  	0.47438  	-0.3350  	0.58794  	0.04803  	0.37721  	-0.6539  	0.17880  	0.31408  	0.16399  	-0.1419  	0.02250  	-0.0289  	-0.5041  	-0.3346  	-0.3041  	-0.0401  	0.20752  	-0.1699  	-0.2034  	0.06347  	-0.0080  	0.19574  	0.04782  	-0.0339  	-0.0493  	0.07082  	0.01102  	-0.1807  	-0.0658  	-0.0132  	-0.0212  	-0.0154  	-0.0328  	0.08015  	0.03669  	0.05496  	-0.0064  	-0.0006  	-0.0347  	-0.0440  	-0.0087  	-0.0087  	0.08344  	-0.0497  	0.00339  	-0.0102  	0.01355  	0.45899  	
