0.38085  	0.35687  	0.05713  	-0.8921  	-0.4575  	-0.8081  	0.34990  	0.66011  	0.58430  	-0.3498  	-0.2742  	0.16482  	0.31012  	-0.0896  	-0.5484  	-0.1528  	0.34120  	0.70446  	0.72937  	-0.5918  	0.06081  	0.84075  	0.99856  	-0.0992  	0.30226  	0.05489  	0.47757  	-0.9481  	-0.4317  	0.06568  	0.32542  	0.12363  	0.06211  	-0.0810  	-0.0205  	-0.2854  	0.23409  	0.03340  	0.05948  	0.05552  	-0.0077  	0.03046  	0.12062  	0.23321  	-0.0307  	-0.0223  	-0.0417  	0.13629  	0.05613  	-0.1517  	-0.0387  	-0.0361  	-0.0298  	-0.0217  	-0.0178  	0.04950  	-0.0071  	0.00220  	-0.0139  	0.00276  	-0.0198  	0.01000  	0.00360  	-0.0089  	0.21826  	-0.1399  	-0.0224  	0.00561  	-0.0309  	0.48470  	
0.33145  	0.36012  	0.01351  	-0.9022  	-0.4719  	-0.8447  	0.32771  	0.64180  	0.57045  	-0.3659  	-0.2560  	0.13949  	0.29489  	-0.0976  	-0.5208  	-0.1680  	0.34570  	0.69768  	0.72019  	-0.6090  	0.08395  	0.85329  	1.00640  	-0.0841  	0.29899  	0.05836  	0.47467  	-0.9753  	-0.4540  	0.06088  	0.32631  	0.13076  	0.05308  	-0.0828  	-0.0104  	-0.3050  	0.25484  	0.03690  	0.04120  	0.05402  	-0.0014  	0.02771  	0.10760  	0.23444  	-0.0323  	-0.0174  	-0.0420  	0.12709  	0.04858  	-0.1411  	-0.0380  	-0.0359  	-0.0263  	-0.0210  	-0.0206  	0.04946  	-0.0098  	0.00356  	-0.0099  	0.00125  	-0.0211  	0.01641  	0.00025  	-0.0136  	0.21855  	-0.1382  	-0.0209  	0.00457  	-0.0302  	0.48627  	
0.33694  	0.35177  	-0.0074  	-0.8916  	-0.4587  	-0.8362  	0.33915  	0.63360  	0.57175  	-0.3650  	-0.2689  	0.11835  	0.30197  	-0.1028  	-0.5048  	-0.1807  	0.35033  	0.69292  	0.72639  	-0.6025  	0.06965  	0.85843  	1.00505  	-0.0811  	0.30698  	0.05338  	0.48556  	-0.9750  	-0.4496  	0.06632  	0.32325  	0.12818  	0.04709  	-0.0813  	-0.0024  	-0.3018  	0.24872  	0.03234  	0.04573  	0.07096  	-0.0106  	0.02856  	0.10396  	0.23450  	-0.0313  	-0.0185  	-0.0440  	0.12792  	0.04751  	-0.1412  	-0.0350  	-0.0337  	-0.0289  	-0.0219  	-0.0201  	0.05159  	-0.0089  	0.00363  	-0.0108  	-0.0008  	-0.0218  	0.01583  	-0.0005  	-0.0139  	0.21882  	-0.1370  	-0.0196  	0.00358  	-0.0297  	0.48806  	
0.43108  	0.36062  	0.05193  	-0.7815  	-0.3760  	-0.7491  	0.37371  	0.64294  	0.54473  	-0.3907  	-0.4127  	0.10452  	0.36031  	0.00010  	-0.4537  	-0.1566  	0.32189  	0.70773  	0.73630  	-0.5860  	0.00254  	0.88306  	0.93831  	-0.0955  	0.39268  	0.04115  	0.49448  	-0.9142  	-0.3534  	0.10925  	0.31103  	0.11481  	0.04803  	-0.0800  	-0.0026  	-0.2588  	0.17422  	-0.0128  	0.08320  	0.09621  	-0.0305  	0.04497  	0.10435  	0.23630  	-0.0307  	-0.0228  	-0.0470  	0.14774  	0.06449  	-0.1551  	-0.0284  	-0.0365  	-0.0297  	-0.0267  	-0.0180  	0.05486  	-0.0055  	0.00304  	-0.0184  	0.00438  	-0.0233  	0.01134  	0.00574  	-0.0113  	0.21907  	-0.1364  	-0.0187  	0.00263  	-0.0294  	0.49005  	
0.43973  	0.34396  	0.05211  	-0.7270  	-0.3121  	-0.7898  	0.39449  	0.62506  	0.53999  	-0.3645  	-0.4295  	0.11639  	0.37237  	-0.0272  	-0.5273  	-0.1654  	0.27178  	0.76986  	0.71851  	-0.5090  	-0.1058  	0.86012  	0.84725  	-0.1911  	0.40249  	0.04950  	0.40254  	-0.8201  	-0.2192  	0.13277  	0.30844  	0.10162  	0.07452  	-0.0712  	-0.0554  	-0.2000  	0.09625  	-0.0326  	0.14652  	0.11904  	-0.0080  	0.04463  	0.10537  	0.23746  	-0.0211  	-0.0224  	-0.0447  	0.15727  	0.07077  	-0.1581  	-0.0188  	-0.0387  	-0.0247  	-0.0298  	-0.0133  	0.05286  	0.00055  	0.00413  	-0.0133  	0.00589  	-0.0269  	0.00310  	0.00231  	-0.0139  	0.21930  	-0.1362  	-0.0180  	0.00174  	-0.0293  	0.49226  	
0.45946  	0.31541  	0.05728  	-0.6799  	-0.2813  	-0.7199  	0.39147  	0.63634  	0.53180  	-0.3586  	-0.5815  	0.01292  	0.43400  	0.06062  	-0.4980  	-0.2209  	0.28354  	0.7685  	0.69924  	-0.5548  	-0.1422  	0.91480  	0.84207  	-0.1949  	0.45635  	0.03174  	0.44343  	-0.8437  	-0.1787  	0.18067  	0.31194  	0.11028  	0.04416  	-0.0614  	-0.0699  	-0.2047  	0.08183  	-0.0453  	0.17670  	0.12907  	-0.0045  	0.05347  	0.10781  	0.24451  	-0.0280  	-0.0188  	-0.0534  	0.17120  	0.07747  	-0.1622  	-0.0232  	-0.0364  	-0.0272  	-0.0334  	-0.0123  	0.05476  	-0.0039  	0.00446  	-0.0149  	0.00636  	-0.0237  	0.00928  	-0.0017  	-0.0131  	0.21951  	-0.1366  	-0.0176  	0.00089  	-0.0294  	0.49468  	
0.23787  	0.29339  	-0.1725  	-0.8660  	-0.3757  	-0.9903  	0.41562  	0.49915  	0.48972  	-0.2654  	-0.5295  	-0.0016  	0.36824  	-0.0345  	-0.5208  	-0.3512  	0.29921  	0.78779  	0.70699  	-0.5148  	-0.2108  	0.83935  	0.80040  	-0.1883  	0.44690  	0.06424  	0.40466  	-0.8277  	-0.1794  	0.13877  	0.29818  	0.09923  	0.03851  	-0.0720  	-0.0836  	-0.1704  	0.03405  	-0.0410  	0.15094  	0.16341  	0.03574  	0.05679  	0.10847  	0.23735  	-0.0220  	-0.0137  	-0.0454  	0.15355  	0.06521  	-0.1536  	-0.0359  	-0.0332  	-0.0392  	-0.0255  	-0.0179  	0.04408  	-0.0100  	0.00119  	-0.0089  	-0.0030  	-0.0276  	0.00292  	-0.0095  	-0.0198  	0.21969  	-0.1374  	-0.0175  	9.60205  	-0.0297  	0.49732  	
-0.1292  	0.16968  	-0.2954  	-1.0207  	-0.4004  	-1.1385  	0.36393  	0.34089  	0.41425  	-0.1986  	-0.4114  	0.06540  	0.24838  	-0.4844  	-0.8048  	-0.2778  	0.28518  	0.83349  	0.73220  	-0.4358  	-0.4059  	0.84699  	0.82516  	-0.2335  	0.42108  	0.06404  	0.26151  	-0.5619  	-0.0268  	0.13071  	0.31996  	0.08572  	-0.0188  	-0.0463  	-0.2484  	-0.0547  	-0.1050  	-0.0597  	0.18455  	0.17459  	0.08349  	0.02748  	0.10066  	0.24705  	-0.0293  	-0.0234  	-0.0500  	0.13918  	0.05298  	-0.1597  	-0.0277  	-0.0330  	-0.0308  	-0.0310  	-0.0150  	0.02975  	0.01006  	0.00804  	-0.0060  	-0.0072  	-0.0266  	-0.0055  	0.00603  	-0.0089  	0.21973  	-0.1400  	-0.0176  	-2.0114  	-0.0311  	0.50226  	
-0.0411  	0.18679  	-0.2620  	-0.9626  	-0.3661  	-1.0840  	0.31140  	0.38812  	0.43770  	-0.2384  	-0.4487  	0.12720  	0.25463  	-0.4432  	-0.7916  	-0.2455  	0.30389  	0.81642  	0.72730  	-0.4269  	-0.3748  	0.84677  	0.88055  	-0.2247  	0.35280  	0.08299  	0.23833  	-0.5841  	-0.0903  	0.10545  	0.32457  	0.08158  	0.00191  	-0.0490  	-0.2184  	-0.0881  	-0.0715  	-0.0616  	0.15963  	0.17152  	0.07053  	0.03158  	0.11174  	0.25440  	-0.0278  	-0.0289  	-0.0426  	0.13732  	0.05041  	-0.1497  	-0.0248  	-0.0392  	-0.0308  	-0.0296  	-0.0203  	0.03185  	0.00577  	0.00471  	-0.0070  	-0.0037  	-0.0366  	-0.0042  	-0.0012  	-0.0092  	0.21878  	-0.1421  	-0.0182  	-0.0007  	-0.0315  	0.50388  	
-0.0231  	0.20746  	-0.2135  	-1.0067  	-0.4090  	-1.0446  	0.32335  	0.42900  	0.49114  	-0.1920  	-0.4854  	0.15119  	0.33913  	-0.3734  	-0.7997  	-0.2263  	0.31089  	0.85023  	0.73914  	-0.4118  	-0.3724  	0.82988  	0.89103  	-0.2383  	0.32313  	0.09503  	0.20273  	-0.6039  	-0.1119  	0.05755  	0.36831  	0.07104  	0.04895  	-0.0506  	-0.2374  	-0.1352  	-0.0972  	-0.0712  	0.17785  	0.17189  	0.10319  	0.01364  	0.12932  	0.23620  	-0.0249  	-0.0267  	-0.0284  	0.14577  	0.05020  	-0.1523  	-0.0277  	-0.0392  	-0.0306  	-0.0404  	-0.0245  	0.03240  	0.00110  	0.00750  	-0.0104  	-0.0067  	-0.0222  	0.00245  	0.00103  	-0.0060  	0.21923  	-0.1445  	-0.0190  	-0.0017  	-0.0318  	0.50562  	
